Selected Feature
tenure
MonthlyCharges
TotalCharges
InternetService_Fiber optic
InternetService_No
OnlineSecurity_No internet service
OnlineBackup_No internet service
DeviceProtection_No internet service
TechSupport_No internet service
StreamingTV_No internet service
StreamingMovies_No internet service
Contract_Two year
PaperlessBilling_Yes
PaymentMethod_Electronic check
TenureGroup_61-72 months
